Resumo,Chave da ocorrência,ID da ocorrência,Tipo de Item,Situação,Chave do projeto,Nome do projeto,Tipo de projeto,Líder do projeto,Descrição do projeto,URL do projeto,Prioridade,Resolução,Responsável,Solicitante,Criador,Criado,Atualizado,Última visualização,Resolvido,Versões Corrigidas,Data para Ficar Pronto,Votos,Rótulos,Descrição,Ambiente,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Tempo Estimado,Tempo Restante,Tempo Gasto,Razão Trabalhada,Σ da Estimativa Original,Σ da Estimativa Restante,Σ Tempo Gasto,Nível de Segurança,Link externo de ocorrência (Blocks),Anexos,Anexos,Campo personalizado (Development),Campo personalizado (Epic Colour),Campo personalizado (Epic Link),Campo personalizado (Epic Name),Campo personalizado (Epic Status),Campo personalizado (Gerada(s) durante),Campo personalizado (Rank),Sprint,Sprint,Sprint,Sprint,points,Campo personalizado (Test sessions),Campo personalizado (Testing status),Campo personalizado ([CHART] Date of First Response),Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário
Criar tela de listagem de Chave de Forma de Contrato,ERP-314,10438,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,23/mar/18 1:26 PM,27/mar/18 11:05 AM,19/abr/18 8:24 AM,27/mar/18 11:05 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-27T11:47:27.000-0300"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|i001qi:,Sprint 6,,,,5.0,,,,,,,,,,,,,,,,,,,
Implementar regra de desativação de dados bancários na API,ERP-313,10437,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,23/mar/18 11:04 AM,03/abr/18 10:20 AM,19/abr/18 8:24 AM,03/abr/18 8:22 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2018-04-03T11:09:37.000-0300"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-234,,,,0|hzzzxi:zzzzzzzzzzzzzzzzi,Sprint 6,,,,3.0,,,,,,,,,,,,,,,,,,,
Implementar tela de listagem de dados bancários para validação,ERP-312,10436,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,priscila.alves,admin,admin,23/mar/18 11:02 AM,06/abr/18 5:34 PM,19/abr/18 8:24 AM,06/abr/18 5:34 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-06T17:34:47.827-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-234,,,,0|hzzzxi:zzzzzzzzzzzzzzzz,Sprint 6,Sprint 7,,,3.0,,,,,,,,,,,,,,,,,,,
Implementar componente de busca de agentes,ERP-311,10434,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,adriel.oliveira,admin,admin,23/mar/18 10:45 AM,18/abr/18 7:21 AM,19/abr/18 8:24 AM,18/abr/18 7:21 AM,v1.2.0,,0,,,,admin,Adriane.chagas,adriel.oliveira,alessandro.navarro,rafael.franco,walmir.carvalho,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2018-04-18T07:20:09.091-0300"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-234,,,,0|hzzzx5:,Sprint 6,Sprint 7,Sprint 9,,13.0,,,2018-04-10 14:02:16.366,"10/abr/18 11:02 AM;walmir.carvalho;* Erro na api ERP‌-311 não foi possível testar
",10/abr/18 3:06 PM;adriel.oliveira;Corrigido a API.,"10/abr/18 5:18 PM;rafael.franco;* Data não está limpando após fechar o modal.
* Ao abrir o modal é realizado as validações de CPF Válido, E-mail Válido e Telefone Válido, validar somente se o usuario clicar.
* Retirar validação do e-mail se o e-mail é válido, deixar somente texto.
*  Corrigir o autocomplete do tipo de agente, permitir selecionar com enter. 
* Corrigir o autocomplete da Filial, permitir selecionar com enter.
* Error se eu clicar para abrir o modal do Agente e depois abrir o modal de pesquisa ele perde o modal de busca perde o padding.
",11/abr/18 8:57 AM;adriel.oliveira;Todas as correções foram realizadas.,12/abr/18 12:52 PM;admin;Pull request com conflitos.,12/abr/18 2:35 PM;adriel.oliveira;Conflitos corrigidos.,"13/abr/18 3:09 PM;alessandro.navarro;* Filtro CNPJ não está pegando o valor digitado, incluir máscara CNPJ e validar a inserção retirando ""."" , ""/"", ""\-"";
* Consulta por CPF não retorna dados mesmo quando cadastrado, validar a inserção retirando ""."" , ""/"", ""\-"";;
* Consulta por Nascimento envia data no formato DATE(2018-04-12) enquanto no banco está DATETIME com a hora, alterar no banco para date, para que possa ser usado o 'equalTo' na cláusula where.
* Cidade esta enviando 'undefined'.
* Colocar máscara no telefone e tratar antes de inserir no banco(salvar apenas ddd e numero sem traços ou () ), usar equalTo após o tratamento.
",16/abr/18 10:12 AM;adriel.oliveira;Todas as alterações foram corrigidas.,"16/abr/18 5:06 PM;Adriane.chagas;* CPF não retorna dados mesmo cadastrado,
",17/abr/18 8:28 AM;adriel.oliveira;Para localizar o CPF é necessário ter registro na tabela DocumentoCampo.,,,,,,
Criar API de PrazoComissao,ERP-310,10433,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,23/mar/18 9:30 AM,04/abr/18 9:58 AM,19/abr/18 8:24 AM,04/abr/18 9:58 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-03T17:05:26.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|hzzzxi:zzzzzzzzzzzzzzzx,Sprint 7,,,,1.0,,,,,,,,,,,,,,,,,,,
Cria API de Prazo,ERP-309,10432,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,23/mar/18 9:30 AM,04/abr/18 9:58 AM,19/abr/18 8:24 AM,04/abr/18 9:58 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-03T17:05:26.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|hzzzxi:zzzzzzzzzzzzzzzv,Sprint 7,,,,1.0,,,,,,,,,,,,,,,,,,,
Criar API de TabelaComissao,ERP-308,10431,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,23/mar/18 9:29 AM,04/abr/18 9:58 AM,19/abr/18 8:24 AM,04/abr/18 9:58 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-03T17:05:26.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|hzzzxi:zzzzzzzzzzzzzzzr,Sprint 7,,,,1.0,,,,,,,,,,,,,,,,,,,
Criar API de AgenteFinanceira,ERP-307,10430,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,23/mar/18 9:29 AM,03/abr/18 11:13 AM,19/abr/18 8:24 AM,03/abr/18 11:13 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-03T11:12:24.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|hzzzxi:zzzzzzzzzzzzzzzi,Sprint 7,,,,1.0,,,,,,,,,,,,,,,,,,,
Criar API de Financeira,ERP-306,10429,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,23/mar/18 9:27 AM,03/abr/18 11:10 AM,19/abr/18 8:24 AM,03/abr/18 11:10 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-03T11:09:37.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|hzzzxi:zzzzzzzzzzzzzzz,Sprint 7,,,,1.0,,,,,,,,,,,,,,,,,,,
Criar API de TipoDeVendaTabelaComissao,ERP-305,10428,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,23/mar/18 9:27 AM,03/abr/18 10:20 AM,19/abr/18 8:24 AM,03/abr/18 10:03 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-03T10:02:36.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|hzzzxi:zzzzzzzzzzzzzzy,,,,,1.0,,,,,,,,,,,,,,,,,,,
Criar API de FormaDeContrato,ERP-304,10427,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,23/mar/18 9:27 AM,03/abr/18 4:38 PM,19/abr/18 8:24 AM,03/abr/18 4:38 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-03T16:36:05.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|hzzzxi:zzzzzzzzzzzzzzx,Sprint 7,,,,1.0,,,,,,,,,,,,,,,,,,,
Criar API de ChaveForma,ERP-303,10426,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,23/mar/18 9:26 AM,26/mar/18 10:11 AM,19/abr/18 8:24 AM,26/mar/18 10:11 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-26T10:11:34.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|i001qh:,Sprint 6,,,,1.0,,,,,,,,,,,,,,,,,,,
Funcionalidades referentes ao comissionamento,ERP-302,10425,Épico,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,23/mar/18 9:25 AM,18/abr/18 2:32 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},ghx-label-13,,Comissionamento,To Do,,0|i000z6:m,,,,,,,,,,,,,,,,,,,,,,,,
Adaptar menu superior fixo para o sistema,ERP-301,10422,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,22/mar/18 2:51 PM,23/mar/18 12:54 PM,19/abr/18 8:24 AM,23/mar/18 12:54 PM,,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-23T12:52:45.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i001br:,Sprint 5,,,,2.0,,,,,,,,,,,,,,,,,,,
Implementar tela de listagem de solicitações de login,ERP-300,10420,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,walmir.carvalho,admin,admin,22/mar/18 1:32 PM,26/mar/18 4:04 PM,19/abr/18 8:24 AM,26/mar/18 4:04 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-26T16:03:40.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-235,,,,0|i001hz:,Sprint 6,,,,3.0,,,,,,,,,,,,,,,,,,,
Implementação de OnDelete para gerar regustro de comissao excluida,ERP-299,10419,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,22/mar/18 1:28 PM,10/abr/18 2:37 PM,19/abr/18 8:24 AM,10/abr/18 2:37 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-10T14:32:06.404-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-291,,,,0|i002bv:,Sprint 7,Sprint 8,,,1.0,,,,,,,,,,,,,,,,,,,
Implementação de chamada para o dialog na tela do agente,ERP-298,10418,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,22/mar/18 1:28 PM,12/abr/18 12:04 PM,19/abr/18 8:24 AM,12/abr/18 12:04 PM,v1.2.0,,0,,,,admin,alessandro.navarro,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-12T12:04:02.384-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-291,,,,0|i002bn:,Sprint 7,Sprint 8,,,3.0,,,2018-04-11 20:58:39.307,11/abr/18 5:58 PM;alessandro.navarro;Testar com a ERP‌-296 na API.,12/abr/18 11:44 AM;admin;Pull Request com Conflito.,12/abr/18 11:49 AM;alessandro.navarro;resolvido.,,,,,,,,,,,,,
Implementação da exclusão de comissões individuais,ERP-297,10417,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,22/mar/18 1:28 PM,06/abr/18 4:31 PM,19/abr/18 8:24 AM,06/abr/18 4:31 PM,v1.2.0,,0,,,,admin,alessandro.navarro,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-06T16:31:01.934-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-291,,,,0|hzzzxi:zzzzzzzzzzzzzzi,Sprint 7,,,,3.0,,,2018-04-06 13:47:06.775,06/abr/18 10:47 AM;alessandro.navarro;testar na lista de subestabelecimentos.,,,,,,,,,,,,,,,
Implementação da adição de comissões individuais,ERP-296,10416,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,22/mar/18 1:27 PM,12/abr/18 7:57 AM,19/abr/18 8:24 AM,12/abr/18 7:57 AM,v1.2.0,,0,,,,admin,Adriane.chagas,alessandro.navarro,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2018-04-12T12:04:02.384-0300"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-291,,,,0|i002bf:,Sprint 7,Sprint 8,,,3.0,,,2018-04-10 17:57:47.059,"10/abr/18 2:57 PM;Adriane.chagas;* Statement could not be executed (23000 \- 1048 \- Column 'idautorizador' cannot be null)
* Diminuir espaçamento do autocomplete prazo com o campo %total
","11/abr/18 1:49 PM;Adriane.chagas;* Está inserindo comissão negativa. (colocar validação ""min"")
* Mesmo selecionando ou não a origem, ele insere no banco com o valor ""1""
* Mesmo selecionando ou não a liberado, ele insere no banco com o valor ""S""
","11/abr/18 2:46 PM;alessandro.navarro;* idautorizador: corrigdo na API;
* Validado os campos para não aceitar números negativos;
* Liberado e Origem OK.
",11/abr/18 5:45 PM;Adriane.chagas;Aprovado,,,,,,,,,,,,
Implementação do dialog de listagem de comissões individuais,ERP-295,10415,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,22/mar/18 1:27 PM,06/abr/18 4:30 PM,19/abr/18 8:24 AM,06/abr/18 4:30 PM,v1.2.0,,0,,,,admin,alessandro.navarro,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-06T10:46:04.729-0300"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-291,,,,0|hzzzxi:zzzzzzzzzzzzzy,Sprint 7,,,,3.0,,,2018-04-05 20:14:06.852,"05/abr/18 5:14 PM;alessandro.navarro;testar na listagem de subestabelecimentos, depois que eu terminar o insert e delete vou apagar o código de teste.",,,,,,,,,,,,,,,
Implementação da estratégia de OnDelete no T2M,ERP-294,10414,Funcionalidade,Cancelado,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,22/mar/18 1:27 PM,11/abr/18 9:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-291,,,,0|i002b7:,Sprint 7,Sprint 8,,,3.0,,,,,,,,,,,,,,,,,,,
Implementação da API de ComissaoIndividualExcluida,ERP-293,10413,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,22/mar/18 1:26 PM,04/abr/18 9:58 AM,19/abr/18 8:24 AM,04/abr/18 9:58 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2018-04-06T09:05:46.262-0300"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-291,,,,0|hzzzxi:zzzzzzzzzzzzzv,Sprint 7,,,,1.0,,,,,,,,,,,,,,,,,,,
Implementação da API de ComissaoIndividual,ERP-292,10412,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,22/mar/18 1:26 PM,04/abr/18 9:42 AM,19/abr/18 8:24 AM,04/abr/18 9:42 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-04T09:41:33.804-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-291,,,,0|hzzzxi:zzzzzzzzzzzzzr,Sprint 7,,,,1.0,,,,,,,,,,,,,,,,,,,
Implementação das funcionalidades referentes ao comissionamento individual,ERP-291,10411,Épico,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,22/mar/18 1:26 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},ghx-label-1,,Comissão Individual,To Do,,0|i0011w:,,,,,,,,,,,,,,,,,,,,,,,,
Rotina de cadastro de grupos e convenios,ERP-290,10410,Épico,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,22/mar/18 12:01 PM,18/abr/18 2:23 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},ghx-label-10,,Convenios,To Do,,0|i000z6:i,,,,,,,,,,,,,,,,,,,,,,,,
Implementar tela de liberação de convenios para o agente,ERP-289,10409,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,22/mar/18 11:59 AM,12/abr/18 11:43 AM,19/abr/18 8:24 AM,12/abr/18 11:43 AM,v1.2.0,,0,,,,admin,Adriane.chagas,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-12T11:43:12.317-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-290,,,,0|i002az:,Sprint 6,Sprint 7,Sprint 8,,3.0,,,2018-04-11 18:16:47.593,11/abr/18 3:16 PM;Adriane.chagas;Testar em algum botão.,,,,,,,,,,,,,,,
Implementar tela de atualização de convenios,ERP-288,10408,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,22/mar/18 11:59 AM,29/mar/18 5:44 PM,19/abr/18 8:24 AM,29/mar/18 5:44 PM,v1.2.0,,0,,,,admin,Adriane.chagas,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-29T17:44:17.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-290,,,,0|i001q7:,Sprint 6,,,,3.0,,,2018-03-28 16:32:11.226,"28/mar/18 1:32 PM;Adriane.chagas;Ao editar, sempre informar grupo do convenio no autocomplete.",,,,,,,,,,,,,,,
Implementar tela de inserção de convenios,ERP-287,10407,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,22/mar/18 11:59 AM,29/mar/18 5:45 PM,19/abr/18 8:24 AM,29/mar/18 5:45 PM,v1.2.0,,0,,,,admin,Adriane.chagas,alessandro.navarro,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2018-03-29T17:44:18.000-0300"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-290,,,,0|i001pz:,Sprint 6,,,,3.0,,,2018-03-28 11:31:11.027,"28/mar/18 8:31 AM;alessandro.navarro;* Validar campos Nome, Data Cadastro, Processamento Liberado
","28/mar/18 9:05 AM;Adriane.chagas;Corrigido. 

campo processamento não é obrigatório.",,,,,,,,,,,,,,
Implementar tela de listagem de convenios,ERP-286,10406,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,22/mar/18 11:58 AM,27/mar/18 4:20 PM,19/abr/18 8:24 AM,27/mar/18 4:20 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-27T16:20:13.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-290,,,,0|i001pr:,Sprint 6,,,,3.0,,,,,,,,,,,,,,,,,,,
